Zipcode,Rural Percent,Urban Percent
57454,100,0
57455,100,0
57456,100,0
57457,100,0
57460,100,0
57461,100,0
57465,100,0
57466,100,0
57467,100,0
57468,100,0
57469,100,0
57470,100,0
57471,100,0
57472,100,0
57473,100,0
57474,100,0
57475,100,0
57476,100,0
57477,100,0
57479,100,0
57481,100,0
57501,22.01,77.99
57520,100,0
57521,100,0
57522,100,0
57523,100,0
57528,100,0
57529,100,0
57531,100,0
57532,39.86,60.14
57533,100,0
57534,100,0
57536,100,0
57537,100,0
57538,100,0
57540,100,0
57541,100,0
57543,100,0
57544,100,0
57547,100,0
57548,100,0
57551,100,0
57552,100,0
57553,100,0
57555,100,0
57559,100,0
57560,100,0
57562,100,0
57563,100,0
57564,100,0
57566,100,0
57567,100,0
57568,100,0
57569,100,0
57570,100,0
57571,100,0
57572,100,0
57574,100,0
57576,100,0
57577,100,0
57579,100,0
57580,34.66,65.34
57584,100,0
57585,100,0
57601,13.64,86.36
57620,100,0
57621,100,0
57622,100,0
57623,100,0
57625,37.47,62.53
57626,100,0
57630,100,0
57631,100,0
57632,100,0
57633,100,0
57634,100,0
57636,100,0
57638,100,0
57639,100,0
57640,100,0
57641,100,0
57642,100,0
57644,100,0
57645,100,0
57646,100,0
57648,100,0
57649,100,0
57650,100,0
57651,100,0
57652,100,0
57656,100,0
57657,100,0
57658,100,0
57660,100,0
57661,100,0
57701,6.8,93.2
57702,28.4,71.6
57703,23.82,76.18
57706,0,100
57714,100,0
57716,100,0
57717,34.56,65.44
57718,16.38,83.62
57719,19.86,80.14
57720,100,0
57722,100,0
57724,100,0
57725,100,0
57730,100,0
57732,52.3,47.7
57735,100,0
57738,100,0
57741,100,0
57744,100,0
57745,100,0
57747,39.52,60.48
57748,100,0
57750,100,0
57751,100,0
57752,100,0
57754,26.02,73.98
57755,100,0
57756,100,0
57758,100,0
57759,100,0
57760,100,0
57761,100,0
57762,100,0
57763,100,0
57764,100,0
57766,100,0
57767,100,0
57769,70.55,29.45
57770,48.4,51.6
57772,100,0
57773,100,0
57775,100,0
57776,100,0
57779,100,0
57780,100,0
57782,100,0
57783,24.43,75.57
57785,29.8,70.2
57787,100,0
57788,100,0
57790,100,0
57791,100,0
57792,100,0
57793,100,0
57794,100,0
57799,0,100
58001,100,0
58002,100,0
58004,100,0
58005,100,0
58006,100,0
58007,100,0
58008,100,0
58009,100,0
58011,100,0
58012,100,0
58013,100,0
58015,100,0
58016,100,0
58017,100,0
58018,100,0
58021,100,0
58027,100,0
58029,100,0
58030,100,0
58031,100,0
58032,100,0
58033,100,0
58035,100,0
58036,100,0
58038,100,0
58040,100,0
58041,100,0
58042,100,0
58043,100,0
58045,100,0
58046,100,0
58047,46.74,53.26
58048,100,0
58049,100,0
58051,100,0
58052,100,0
58053,100,0
58054,100,0
58056,100,0
58057,100,0
58058,100,0
58059,100,0
58060,100,0
58061,100,0
58062,100,0
58063,100,0
58064,100,0
58065,100,0
58067,100,0
58068,100,0
58069,100,0
58071,100,0
58072,16.36,83.64
58075,18.09,81.91
58076,0,100
58077,100,0
58078,2.2,97.8
58079,100,0
58081,100,0
58102,2.81,97.19
58103,0,100
58104,2.15,97.85
58105,0,100
58201,3.43,96.57
58202,0,100
58203,4.39,95.61
58204,4.51,95.49
58205,0,100
58210,100,0
58212,100,0
58214,100,0
58216,100,0
58218,100,0
58219,100,0
58220,100,0
58222,100,0
58223,100,0
58224,100,0
58225,100,0
58227,100,0
58228,51.7,48.3
58229,100,0
58230,100,0
58231,100,0
58233,100,0
58235,100,0
58237,23.28,76.72
58238,100,0
58239,100,0
58240,100,0
58241,100,0
58243,100,0
58244,100,0
58249,100,0
58250,100,0
58251,100,0
58254,100,0
58256,100,0
58257,100,0
58258,100,0
58259,100,0
58260,100,0
58261,100,0
58262,100,0
58265,100,0
58266,100,0
58267,100,0
58269,100,0
58270,100,0
58271,100,0
58272,100,0
58273,100,0
58274,100,0
58275,100,0
58276,100,0
58277,100,0
58278,100,0
58281,100,0
58282,100,0
58301,24.53,75.47
58311,100,0
58316,100,0
58317,100,0
58318,100,0
58321,100,0
58323,100,0
58324,100,0
58325,100,0
58327,100,0
58329,100,0
58330,100,0
58331,100,0
58332,100,0
58335,100,0
58338,100,0
58339,100,0
58341,100,0
58343,100,0
58344,100,0
58345,100,0
58346,100,0
58348,100,0
58351,100,0
58352,100,0
58353,100,0
58355,100,0
58356,100,0
58357,100,0
58361,100,0
58362,100,0
58363,100,0
58365,100,0
58366,100,0
58367,100,0
58368,25.7,74.3
58369,100,0
58370,100,0
58372,100,0
58374,100,0
58377,100,0
58379,100,0
58380,100,0
58381,100,0
58382,100,0
58384,100,0
58385,100,0
58386,100,0
58401,14.85,85.15
58402,0,100
58405,0,100
58413,100,0
58415,100,0
58416,100,0
58418,100,0
58420,100,0
58421,100,0
58422,100,0
58423,100,0
58424,100,0
58425,100,0
58426,100,0
58428,100,0
58429,100,0
58430,100,0
58431,100,0
58433,100,0
58436,100,0
58438,100,0
58439,100,0
58440,100,0
58441,100,0
58442,100,0
58443,100,0
58444,100,0
58445,100,0
58448,100,0
58451,100,0
58452,100,0
58454,100,0
58455,100,0
58456,100,0
58458,100,0
58460,100,0
58461,100,0
58463,100,0
58464,100,0
58466,100,0
58467,100,0
58472,100,0
58474,100,0
58475,100,0
58476,100,0
58477,100,0
58478,100,0
58479,100,0
58480,100,0
58481,100,0
58482,100,0
58483,100,0
58484,100,0
58486,100,0
58487,100,0
58488,100,0
58490,100,0
58492,100,0
58494,100,0
58495,100,0
58496,100,0
58497,100,0
58501,4.51,95.49
58503,24.44,75.56
58504,17.87,82.13
58505,0,100
58520,100,0
58521,100,0
58523,18.51,81.49
58524,100,0
58528,100,0
58529,100,0
58530,100,0
58531,100,0
58532,100,0
58533,100,0
58535,100,0
58538,100,0
58540,100,0
58541,100,0
58542,100,0
58544,100,0
58545,100,0
58549,100,0
58552,100,0
58554,18.2,81.8
58558,100,0
58559,100,0
58560,100,0
58561,100,0
58562,100,0
58563,100,0
58564,100,0
58565,100,0
58566,100,0
58568,100,0
58569,100,0
58570,100,0
58571,100,0
58572,100,0
58573,100,0
58575,100,0
58576,100,0
58577,100,0
58579,100,0
58580,100,0
58581,100,0
58601,16.57,83.43
58620,100,0
58621,100,0
58622,100,0
58623,100,0
58625,100,0
58626,100,0
58627,100,0
58630,100,0
58631,100,0
58632,100,0
58634,100,0
58636,100,0
58638,100,0
58639,100,0
58640,100,0
58641,100,0
58642,100,0
58643,100,0
58645,100,0
58646,100,0
58647,100,0
58649,100,0
58650,100,0
58651,100,0
58652,100,0
58653,100,0
58654,100,0
58655,100,0
58656,100,0
58701,11.33,88.67
58702,0,100
58703,12.42,87.58
58704,0,100
58705,0,100
58707,0,100
58710,100,0
58711,100,0
58712,100,0
58713,100,0
58716,100,0
58718,100,0
58721,100,0
58722,100,0
58723,100,0
58725,100,0
58727,100,0
58730,100,0
58731,100,0
58733,100,0
58734,100,0
58735,100,0
58736,100,0
58737,100,0
58740,100,0
58741,100,0
58744,100,0
58746,100,0
58748,100,0
58750,100,0
58752,100,0
58755,100,0
58756,100,0
58757,100,0
58758,100,0
58759,100,0
58760,100,0
58761,100,0
58762,100,0
58763,100,0
58765,100,0
58768,100,0
58769,100,0
58770,100,0
58771,100,0
58772,100,0
58773,100,0
58775,100,0
58776,100,0
58778,100,0
58779,100,0
58781,100,0
58782,100,0
58783,100,0
58784,100,0
58785,100,0
58787,100,0
58788,100,0
58789,100,0
58790,100,0
58792,100,0
58793,100,0
58794,100,0
58795,100,0
58801,17.66,82.34
58830,100,0
58831,100,0
58833,100,0
58835,100,0
58838,100,0
58843,100,0
58844,100,0
58845,100,0
58847,100,0
58849,100,0
58852,100,0
58853,100,0
58854,100,0
58856,100,0
59001,100,0
59002,100,0
59003,100,0
59006,100,0
59007,100,0
59008,100,0
59010,100,0
59011,100,0
59012,100,0
59013,100,0
59014,100,0
59015,100,0
59016,100,0
59018,100,0
59019,100,0
59020,100,0
59022,100,0
59024,100,0
59025,100,0
59026,100,0
59027,100,0
59028,100,0
59029,100,0
59030,100,0
59031,100,0
59032,100,0
59033,100,0
59034,30.35,69.65
59035,100,0
59036,100,0
59037,100,0
59038,100,0
59039,100,0
59041,100,0
59043,100,0
59044,24.26,75.74
59046,100,0
59047,31.21,68.79
59050,100,0
59052,100,0
59053,100,0
59054,100,0
59055,100,0
59057,100,0
59058,100,0
59059,100,0
59061,100,0
59062,100,0
59063,100,0
59064,100,0
59065,100,0
59066,100,0
59067,100,0
59068,100,0
59069,100,0
59070,100,0
59071,100,0
59072,100,0
59074,100,0
59075,100,0
59076,100,0
59077,100,0
59078,100,0
59079,100,0
59081,100,0
59082,100,0
59085,100,0
59086,100,0
59087,100,0
59088,100,0
59089,100,0
59101,12.54,87.46
59102,0.15,99.85
59105,10.53,89.47
59106,40.47,59.53
59201,30.59,69.41
59211,100,0
59212,100,0
59213,100,0
59214,100,0
59215,100,0
59217,100,0
59218,100,0
59219,100,0
59221,100,0
59222,100,0
59223,100,0
59225,100,0
59226,100,0
59230,26.48,73.52
59231,100,0
59240,100,0
59241,100,0
59242,100,0
59243,100,0
59244,100,0
59247,100,0
59248,100,0
59250,100,0
59252,100,0
59253,100,0
59254,100,0
59255,20.01,79.99
59256,100,0
59257,100,0
59258,100,0
59259,100,0
59260,100,0
59261,100,0
59262,100,0
59263,100,0
59270,25.9,74.1
59274,100,0
59275,100,0
59276,100,0
59301,15.78,84.22
59311,100,0
59312,100,0
59313,100,0
59314,100,0
59315,100,0
59317,100,0
59318,100,0
59322,100,0
59323,100,0
59324,100,0
59326,100,0
59327,100,0
59330,21.82,78.18
59332,100,0
59333,100,0
59336,100,0
59337,100,0
59338,100,0
59339,100,0
59343,100,0
59344,100,0
59347,100,0
59349,100,0
59351,100,0
59353,100,0
59354,100,0
59401,0,100
59404,22.02,77.98
59405,5.53,94.47
59410,100,0
59411,100,0
59412,100,0
59414,13.5,86.5
59416,100,0
59417,40.1,59.9
59418,100,0
59419,100,0
59420,100,0
59421,100,0
59422,100,0
59424,100,0
59425,31.27,68.73
59427,39.5,60.5
59430,100,0
59432,100,0
59433,100,0
59434,100,0
59436,100,0
59440,100,0
59441,100,0
59442,100,0
59443,100,0
59444,100,0
59446,100,0
59447,100,0
59448,100,0
59450,100,0
59451,100,0
59452,100,0
59453,100,0
59454,100,0
59456,100,0
59457,33.11,66.89
59460,100,0
59461,100,0
59462,100,0
59463,100,0
59464,100,0
59465,100,0
59466,100,0
59467,100,0
59468,100,0
59469,100,0
59471,100,0
59472,100,0
59474,20.5,79.5
59477,100,0
59479,100,0
59480,100,0
59482,100,0
59483,100,0
59484,100,0
59485,100,0
59486,100,0
59487,100,0
59489,100,0
59501,23.59,76.41
59520,100,0
59521,100,0
59522,100,0
59523,100,0
59524,100,0
59525,100,0
59526,100,0
59527,100,0
59528,100,0
59529,100,0
59530,100,0
59531,100,0
59532,100,0
59535,100,0
59537,100,0
59538,100,0
59540,100,0
59542,100,0
59544,100,0
59545,100,0
59546,100,0
59547,100,0
59601,6.06,93.94
59602,52.12,47.88
59631,100,0
59632,100,0
59633,100,0
59634,100,0
59635,18.85,81.15
59636,25,75
59638,100,0
59639,100,0
59640,100,0
59642,100,0
59643,100,0
59644,100,0
59645,100,0
59647,100,0
59648,100,0
59701,8.63,91.37
59703,100,0
59710,100,0
59711,30.93,69.07
59713,100,0
59714,24.12,75.88
59715,20.58,79.42
59716,100,0
59718,24.65,75.35
59720,100,0
59721,100,0
59722,44.35,55.65
59724,100,0
59725,42.12,57.88
59727,100,0
59728,100,0
59729,100,0
59730,100,0
59731,100,0
59732,100,0
59733,100,0
59735,100,0
59736,100,0
59739,100,0
59740,100,0
59741,100,0
59743,100,0
59745,100,0
59746,100,0
59747,100,0
59748,100,0
59749,100,0
59750,100,0
59751,100,0
59752,100,0
59754,100,0
59755,100,0
59756,100,0
59758,100,0
59759,100,0
59760,100,0
59761,100,0
59762,100,0
59801,0,100
59802,5.7,94.3
59803,8.31,91.69
59804,20.54,79.46
59808,28.69,71.31
59820,100,0
59821,100,0
59823,95.26,4.74
59824,100,0
59825,99.92,0.08
59826,100,0
59827,100,0
59828,100,0
59829,100,0
59830,100,0
59831,100,0
59832,100,0
59833,100,0
59834,100,0
59837,100,0
59840,52.64,47.36
59841,100,0
59842,100,0
59843,100,0
59844,100,0
59845,100,0
59846,100,0
59847,51.59,48.41
59848,100,0
59851,0,100
59853,100,0
59854,100,0
59855,100,0
59856,100,0
59858,100,0
59859,100,0
59860,51.95,48.05
59863,100,0
59864,100,0
59865,100,0
59866,100,0
59867,100,0
59868,100,0
59870,100,0
59871,100,0
59872,100,0
59873,100,0
59874,100,0
59875,100,0
59901,36.04,63.96
59910,100,0
59911,100,0
59912,55.34,44.66
59913,100,0
59914,100,0
59915,100,0
59916,100,0
59917,100,0
59918,100,0
59919,100,0
59920,100,0
59922,100,0
59923,59.64,40.36
59925,100,0
59926,100,0
59927,100,0
59928,100,0
59929,100,0
59930,100,0
59931,100,0
59932,100,0
59933,100,0
59934,100,0
59935,100,0
59936,100,0
59937,49.95,50.05
60002,6.01,93.99
60004,0,100
60005,0,100
60007,0,100
60008,0,100
60010,8.33,91.67
60012,10.65,89.35
60013,0.05,99.95
60014,0.96,99.04
60015,0,100
60016,0,100
60018,0,100
60020,0.02,99.98
60021,0.04,99.96
60022,0,100
60025,0,100
60026,0,100
60029,0,100
60030,1.41,98.59
60031,0.09,99.91
60033,28.6,71.4
60034,100,0
60035,0,100
60040,0,100
60041,2.44,97.56
60042,0.37,99.63
60043,0,100
60044,0,100
60045,0.65,99.35
60046,3.44,96.56
60047,0,100
60048,0.2,99.8
60050,5.06,94.94
60051,7.44,92.56
60053,0,100
60056,0,100
60060,2.91,97.09
60061,0,100
60062,0,100
60064,0,100
60067,0,100
60068,0,100
60069,4.11,95.89
60070,0,100
60071,43.77,56.23
60072,34.05,65.95
60073,0.7,99.3
60074,0,100
60076,0,100
60077,0,100
60081,6.47,93.53
60083,11.71,88.29
60084,4.17,95.83
60085,0,100
60087,0.12,99.88
60088,0,100
60089,0,100
60090,0,100
60091,0,100
60093,0,100
60096,0,100
60097,8.43,91.57
60098,20.6,79.4
60099,1.77,98.23
60101,0,100
60102,0.36,99.64
60103,0.02,99.98
60104,0,100
60106,0,100
60107,0,100
60108,0,100
60109,100,0
60110,0,100
60111,100,0
60112,5.18,94.82
60113,100,0
60115,2.6,97.4
60118,0.95,99.05
60119,24.16,75.84
60120,0.11,99.89
60123,0,100
60124,15.84,84.16
60126,0,100
60129,100,0
60130,0,100
60131,0,100
60133,0,100
60134,2.07,97.93
60135,28.46,71.54
60136,2.81,97.19
60137,0,100
60139,0,100
60140,28.35,71.65
60141,0,100
60142,8.41,91.59
60143,0,100
60144,100,0
60145,53.25,46.75
60146,100,0
60148,0,100
60150,100,0
60151,94.88,5.12
60152,38.31,61.69
60153,0,100
60154,0,100
60155,0,100
60156,0,100
60157,0,100
60160,0,100
60162,0,100
60163,0,100
60164,0,100
60165,0,100
60169,0,100
60171,0,100
60172,0,100
60173,0,100
60174,0,100
60175,1.66,98.34
60176,0,100
60177,0,100
60178,12.31,87.69
60180,100,0
60181,0,100
60184,2.49,97.51
60185,0.05,99.95
60187,0,100
60188,0,100
60189,0,100
60190,0,100
60191,0,100
60192,0,100
60193,0,100
60194,0,100
60195,0,100
60201,0,100
60202,0,100
60203,0,100
60301,0,100
60302,0,100
60304,0,100
60305,0,100
60401,33.41,66.59
60402,0,100
60403,2.66,97.34
60404,3.07,96.93
60406,0,100
60407,33.55,66.45
60408,1.95,98.05
60409,0,100
60410,2.17,97.83
60411,0.33,99.67
60415,0,100
60416,7.77,92.23
60417,19.03,80.97
60419,0,100
60420,12.27,87.73
60421,41.71,58.29
60422,0,100
60423,5.55,94.45
60424,100,0
60425,0,100
60426,0,100
60428,0,100
60429,0,100
60430,0,100
60431,2.04,97.96
60432,0.06,99.94
60433,1.56,98.44
60435,0,100
60436,0.61,99.39
60437,100,0
60438,0,100
60439,0.73,99.27
60440,0,100
60441,0.25,99.75
60442,24.05,75.95
60443,0.08,99.92
60444,100,0
60445,0,100
60446,1.53,98.47
60447,10.18,89.82
60448,0.59,99.41
60449,42.82,57.18
60450,19.81,80.19
60451,1.02,98.98
60452,0,100
60453,0,100
60455,0,100
60456,0,100
60457,0,100
60458,0,100
60459,0,100
60460,100,0
60461,0,100
60462,0,100
60463,0,100
60464,0.99,99.01
60465,0.06,99.94
60466,0,100
60467,0,100
60468,31.79,68.21
60469,0,100
60470,100,0
60471,0.69,99.31
60472,0,100
60473,0,100
60474,100,0
60475,0,100
60476,0,100
60477,0,100
60478,0,100
60479,100,0
60480,1.43,98.57
60481,43.65,56.35
60482,0,100
60484,0.04,99.96
60487,0,100
60490,0,100
60491,5.14,94.86
60501,0,100
60502,0.45,99.55
60503,0,100
60504,0,100
60505,0,100
60506,0.26,99.74
60510,0.63,99.37
60511,100,0
60512,27.18,72.82
60513,0,100
60514,0,100
60515,0,100
60516,0,100
60517,0.06,99.94
60518,100,0
60519,0,100
60520,100,0
60521,0,100
60523,0,100
60525,0,100
60526,0,100
60527,0.17,99.83
60530,100,0
60531,100,0
60532,0,100
60534,0,100
60536,100,0
60537,100,0
60538,0.14,99.86
60539,0,100
60540,0,100
60541,100,0
60542,0.5,99.5
60543,6.82,93.18
60544,1.25,98.75
60545,13.84,86.16
60546,0,100
60548,14.27,85.73
60549,100,0
60550,100,0
60551,100,0
60552,11.89,88.11
60553,100,0
60554,9.43,90.57
60555,0,100
60556,100,0
60557,100,0
60558,0,100
60559,0,100
60560,9.4,90.6
60561,0,100
60563,0,100
60564,0.17,99.83
60565,0,100
60585,0.39,99.61
60586,0.24,99.76
60601,0,100
60602,0,100
60603,0,100
60604,0,100
60605,0,100
60606,0,100
60607,0,100
60608,0,100
60609,0,100
60610,0,100
60611,0,100
60612,0,100
60613,0,100
60614,0,100
60615,0,100
60616,0,100
60617,0,100
60618,0,100
60619,0,100
60620,0,100
60621,0,100
60622,0,100
60623,0,100
60624,0,100
60625,0,100
60626,0,100
60628,0,100
60629,0,100
60630,0,100
60631,0,100
60632,0,100
60633,0,100
60634,0,100
60636,0,100
60637,0,100
60638,0,100
60639,0,100
60640,0,100
60641,0,100
60642,0,100
60643,0,100
60644,0,100
60645,0,100
60646,0,100
60647,0,100
60649,0,100
60651,0,100
60652,0,100
60653,0,100
60654,0,100
60655,0,100
60656,0,100
60657,0,100
60659,0,100
60660,0,100
60661,0,100
60706,0,100
60707,0,100
60712,0,100
60714,0,100
60803,0,100
60804,0,100
60805,0,100
60827,0,100
60901,12.37,87.63
60910,7.99,92.01
60911,100,0
60912,100,0
60913,100,0
60914,7.18,92.82
60915,0,100
60917,100,0
60918,100,0
60919,100,0
60920,100,0
60921,100,0
60922,98.13,1.87
60924,100,0
60926,100,0
60927,100,0
60928,100,0
60929,100,0
60930,100,0
60931,100,0
60932,100,0
60933,100,0
60934,100,0
60935,100,0
60936,16.34,83.66
60938,19.05,80.95
60940,100,0
60941,100,0
60942,17.23,82.77
60945,100,0
60946,100,0
60948,78.28,21.72
60949,100,0
60950,13.74,86.26
60951,100,0
60952,100,0
60953,100,0
60954,38.12,61.88
60955,32.4,67.6
60957,18.38,81.62
60958,100,0
60959,100,0
60960,100,0
60961,100,0
60962,100,0
60963,100,0
60964,89.13,10.87
60966,100,0
60968,100,0
60969,100,0
60970,29.69,70.31
60973,100,0
60974,100,0
61001,100,0
61006,100,0
61007,100,0
61008,10.51,89.49
61010,27.81,72.19
61011,62.41,37.59
61012,100,0
61013,100,0
61014,100,0
61015,100,0
61016,16.85,83.15
61018,100,0
61019,100,0
61020,17.31,82.69
61021,29,71
61024,100,0
61025,37.31,62.69
61027,100,0
61028,100,0
61030,100,0
61031,100,0
61032,17.92,82.08
61036,53.6,46.4
61037,28.57,71.43
61038,100,0
61039,100,0
61041,100,0
61042,100,0
61043,53.44,46.56
61044,100,0
61046,100,0
61047,100,0
61048,40.32,59.68
61049,100,0
61050,100,0
61051,100,0
61052,100,0
61053,100,0
61054,12.99,87.01
61057,100,0
61059,100,0
61060,100,0
61061,45.6,54.4
61062,100,0
61063,100,0
61064,100,0
61065,10.77,89.23
61067,100,0
61068,23.66,76.34
61070,100,0
61071,21.24,78.76
61072,19.87,80.13
61073,7.09,92.91
61074,37.06,62.94
61075,100,0
61077,100,0
61078,100,0
61079,100,0
61080,8.76,91.24
61081,20.67,79.33
61084,60.35,39.65
61085,100,0
61087,100,0
61088,47.46,52.54
61089,100,0
61091,100,0
61101,9.69,90.31
61102,13.8,86.2
61103,3.4,96.6
61104,0,100
61107,0,100
61108,0,100
61109,2.76,97.24
61111,0.2,99.8
61112,0,100
61114,0,100
61115,1.6,98.4
61201,0.05,99.95
61230,100,0
61231,35.05,64.95
61232,100,0
61234,100,0
61235,100,0
61236,100,0
61238,100,0
61239,2.79,97.21
61240,27.73,72.27
61241,24.06,75.94
61242,100,0
61243,100,0
61244,2.91,97.09
61250,100,0
61251,100,0
61252,32.17,67.83
61254,42.78,57.22
61256,2.91,97.09
61257,100,0
61258,100,0
61259,100,0
61260,100,0
61261,100,0
61262,100,0
61263,100,0
61264,32.6,67.4
61265,0,100
61270,43.35,56.65
61272,100,0
61273,100,0
61274,100,0
61275,60.16,39.84
61276,100,0
61277,100,0
61278,16.26,83.74
61279,100,0
61281,100,0
61282,0,100
61283,100,0
61284,100,0
61285,100,0
61301,9.08,90.92
61310,100,0
61311,100,0
61312,100,0
61313,100,0
61314,100,0
61315,100,0
61316,100,0
61317,100,0
61318,100,0
61319,100,0
61320,22.68,77.32
61321,100,0
61322,100,0
61323,100,0
61324,100,0
61325,100,0
61326,100,0
61327,100,0
61328,100,0
61329,10.44,89.56
61330,100,0
61331,100,0
61332,100,0
61333,100,0
61334,100,0
61335,100,0
61336,100,0
61337,100,0
61338,100,0
61340,100,0
61341,40.77,59.23
61342,21.93,78.07
61344,100,0
61345,100,0
61346,100,0
61348,14.8,85.2
61349,100,0
61350,14.99,85.01
61353,100,0
61354,4.07,95.93
61356,28.7,71.3
61358,100,0
61359,100,0
61360,100,0
61361,100,0
61362,13.48,86.52
61363,100,0
61364,11.6,88.4
61367,100,0
61368,100,0
61369,100,0
61370,100,0
61372,100,0
61373,42.79,57.21
61374,100,0
61375,100,0
61376,100,0
61377,100,0
61378,100,0
61379,100,0
61401,6.98,93.02
61410,13.37,86.63
61411,100,0
61412,100,0
61413,100,0
61414,100,0
61415,100,0
61416,100,0
61417,100,0
61418,100,0
61419,100,0
61420,100,0
61421,100,0
61422,10.86,89.14
61423,100,0
61424,100,0
61425,94.82,5.18
61426,100,0
61427,100,0
61428,100,0
61430,26.69,73.31
61431,100,0
61432,100,0
61433,100,0
61434,100,0
61435,100,0
61436,100,0
61437,100,0
61438,100,0
61439,100,0
61440,100,0
61441,100,0
61442,100,0
61443,9.55,90.45
61447,100,0
61448,20.64,79.36
61449,100,0
61450,100,0
61451,100,0
61452,100,0
61453,100,0
61454,100,0
61455,9.69,90.31
61458,100,0
61459,100,0
61460,100,0
61462,17.08,82.92
61465,100,0
61466,100,0
61467,100,0
61468,100,0
61469,100,0
61470,100,0
61471,100,0
61472,100,0
61473,100,0
61474,100,0
61475,100,0
61476,100,0
61477,100,0
61478,100,0
61479,100,0
61480,100,0
61482,100,0
61483,100,0
61484,100,0
61485,100,0
61486,100,0
61488,100,0
61489,100,0
61490,100,0
61491,100,0
61501,100,0
61516,100,0
61517,100,0
61519,100,0
61520,16.93,83.07
61523,23.8,76.2
61524,100,0
61525,17.54,82.46
61526,100,0
61528,62.52,37.48
61529,30.52,69.48
61530,16.98,83.02
61531,100,0
61532,100,0
61533,100,0
61534,100,0
61535,50.15,49.85
61536,99.21,0.79
61537,100,0
61539,100,0
61540,100,0
61541,100,0
61542,100,0
61543,100,0
61544,100,0
61545,100,0
61546,100,0
61547,88.17,11.83
61548,35.52,64.48
61550,8.36,91.64
61552,14.23,85.77
61553,100,0
61554,7.6,92.4
61559,100,0
61560,100,0
61561,100,0
61562,0,100
61563,100,0
61564,100,0
61565,100,0
61567,100,0
61568,100,0
61569,100,0
61570,100,0
61571,12.3,87.7
61572,38.3,61.7
61602,0,100
61603,0,100
61604,0.29,99.71
61605,0,100
61606,0,100
61607,18.71,81.29
61610,3.31,96.69
61611,13.13,86.87
61614,0,100
61615,2.39,97.61
61616,0,100
61625,0,100
61701,0,100
61704,0.92,99.08
61705,26.34,73.66
61720,100,0
61721,100,0
61722,100,0
61723,100,0
61724,100,0
61725,100,0
61726,100,0
61727,20.64,79.36
61728,100,0
61729,100,0
61730,100,0
61731,100,0
61732,100,0
61733,100,0
61734,100,0
61735,100,0
61736,34.29,65.71
61737,100,0
61738,34.09,65.91
61739,22.73,77.27
61740,100,0
61741,100,0
61742,100,0
61743,100,0
61744,100,0
61745,31.58,68.42
61747,100,0
61748,100,0
61749,100,0
61750,100,0
61751,100,0
61752,23.58,76.42
61753,100,0
61754,100,0
61755,26.07,73.93
61756,100,0
61759,100,0
61760,100,0
61761,0.68,99.32
61764,14.78,85.22
61769,100,0
61770,100,0
61771,100,0
61772,73.22,26.78
61773,100,0
61774,100,0
61775,100,0
61776,52.16,47.84
61777,43.38,56.62
61778,100,0
61801,0,100
61802,9.96,90.04
61810,100,0
61811,100,0
61812,100,0
61813,100,0
61814,100,0
61815,7.46,92.54
61816,100,0
61817,21.41,78.59
61818,100,0
61820,0,100
61821,0,100
61822,10.13,89.87
61830,100,0
61831,100,0
61832,2.63,97.37
61833,0,100
61834,65.12,34.88
61839,100,0
61840,93.94,6.06
61841,100,0
61842,100,0
61843,100,0
61844,100,0
61845,100,0
61846,28.33,71.67
61847,100,0
61848,100,0
61849,100,0
61850,100,0
61851,100,0
61852,100,0
61853,16.7,83.3
61854,100,0
61855,100,0
61856,27.22,72.78
61857,100,0
61858,90.33,9.67
61859,100,0
61862,100,0
61863,100,0
61864,100,0
61865,100,0
61866,7.85,92.15
61870,100,0
61871,100,0
61872,100,0
61873,19.25,80.75
61874,0.73,99.27
61875,100,0
61876,100,0
61877,100,0
61878,21.42,78.58
61880,17.79,82.21
61882,100,0
61883,18.3,81.7
61884,100,0
61910,35.6,64.4
61911,100,0
61912,100,0
61913,100,0
61914,100,0
61917,100,0
61919,100,0
61920,14.78,85.22
61924,100,0
61925,100,0
61928,100,0
61929,100,0
61930,100,0
61931,100,0
61932,100,0
61933,100,0
61936,100,0
61937,100,0
61938,15.31,84.69
61940,100,0
61941,100,0
61942,100,0
61943,100,0
61944,30.64,69.36
61949,100,0
61951,43.03,56.97
61953,22.92,77.08
61955,100,0
61956,100,0
61957,100,0
62001,100,0
62002,8.61,91.39
62006,100,0
62009,14.64,85.36
62010,12.56,87.44
62011,100,0
62012,98.69,1.31
62013,100,0
62014,100,0
62015,100,0
62016,100,0
62017,100,0
62018,0,100
62019,100,0
62021,100,0
62022,100,0
62023,100,0
62024,0,100
62025,17.23,82.77
62027,100,0
62028,100,0
62030,100,0
62031,100,0
62032,100,0
62033,24.64,75.36
62034,0.56,99.44
62035,19.37,80.63
62036,100,0
62037,100,0
62040,0.98,99.02
62044,100,0
62045,100,0
62046,100,0
62047,100,0
62048,2.06,97.94
62049,19.72,80.28
62050,100,0
62051,99.89,0.11
62052,30.86,69.14
62053,100,0
62054,100,0
62056,22.11,77.89
62058,9.73,90.27
62059,0,100
62060,4.97,95.03
62061,100,0
62062,0,100
62063,100,0
62065,100,0
62067,56.81,43.19
62069,100,0
62070,100,0
62074,100,0
62075,26.52,73.48
62076,100,0
62077,100,0
62078,100,0
62079,100,0
62080,100,0
62081,100,0
62082,43.94,56.06
62083,100,0
62084,3.8,96.2
